Placement,Product
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Learn More|Standard Edition|45283388|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Test Drive|Standard Edition|45283388|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x600|Brochure|Standard Edition|45299897|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x600|Configure|Standard Edition|45299897|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x600|Financial|Standard Edition|45299897|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x600|Learn More|Standard Edition|45299897|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x600|Test Drive|Standard Edition|45299897|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|728x90|Brochure|Standard Edition|45300529|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|728x90|Configure|Standard Edition|45300529|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|728x90|Financial|Standard Edition|45300529|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|728x90|Learn More|Standard Edition|45300529|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|728x90|Test Drive|Standard Edition|45300529|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|970x250|Brochure|Standard Edition|45300531|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|970x250|Configure|Standard Edition|45300531|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|970x250|Financial|Standard Edition|45300531|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|970x250|Learn More|Standard Edition|45300531|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|970x250|Test Drive|Standard Edition|45300531|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Brochure|Standard Edition|45298018|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Configure|Standard Edition|45298018|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Financial|Standard Edition|45298018|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Learn More|Standard Edition|45298018|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Test Drive|Standard Edition|45298018|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Brochure|Standard Edition|45298045|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Configure|Standard Edition|45298045|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Financial|Standard Edition|45298045|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Learn More|Standard Edition|45298045|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Test Drive|Standard Edition|45298045|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x600|Brochure|Standard Edition|45297698|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x600|Configure|Standard Edition|45297698|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x600|Financial|Standard Edition|45297698|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x600|Learn More|Standard Edition|45297698|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x600|Test Drive|Standard Edition|45297698|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|728x90|Brochure|Standard Edition|45298091|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|728x90|Configure|Standard Edition|45298091|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|728x90|Financial|Standard Edition|45298091|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|728x90|Learn More|Standard Edition|45298091|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|728x90|Test Drive|Standard Edition|45298091|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|970x250|Brochure|Standard Edition|45298098|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|970x250|Configure|Standard Edition|45298098|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|970x250|Financial|Standard Edition|45298098|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|970x250|Learn More|Standard Edition|45298098|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|970x250|Test Drive|Standard Edition|45298098|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Brochure|Standard Edition|45298018|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Configure|Standard Edition|45298018|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Financial|Standard Edition|45298018|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Learn More|Standard Edition|45298018|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|160x600|Test Drive|Standard Edition|45298018|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Brochure|Standard Edition|45298045|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Configure|Standard Edition|45298045|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Financial|Standard Edition|45298045|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Learn More|Standard Edition|45298045|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Test Drive|Standard Edition|45298045|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Brochure|Standard Edition|45297698|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Configure|Standard Edition|45297698|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Financial|Standard Edition|45297698|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Learn More|Standard Edition|45297698|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Test Drive|Standard Edition|45297698|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Brochure|Standard Edition|45298091|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Configure|Standard Edition|45298091|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Financial|Standard Edition|45298091|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Learn More|Standard Edition|45298091|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|728x90|Test Drive|Standard Edition|45298091|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Brochure|Standard Edition|45298098|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Configure|Standard Edition|45298098|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Financial|Standard Edition|45298098|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Learn More|Standard Edition|45298098|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|970x250|Test Drive|Standard Edition|45298098|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|160x600|Brochure|Standard Edition|45298018|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|160x600|Configure|Standard Edition|45298018|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|160x600|Financial|Standard Edition|45298018|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|160x600|Learn More|Standard Edition|45298018|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|160x600|Test Drive|Standard Edition|45298018|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Brochure|Standard Edition|45298045|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Configure|Standard Edition|45298045|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Financial|Standard Edition|45298045|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Learn More|Standard Edition|45298045|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Test Drive|Standard Edition|45298045|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x600|Brochure|Standard Edition|45297698|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x600|Configure|Standard Edition|45297698|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x600|Financial|Standard Edition|45297698|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x600|Learn More|Standard Edition|45297698|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x600|Test Drive|Standard Edition|45297698|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|728x90|Brochure|Standard Edition|45298091|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|728x90|Configure|Standard Edition|45298091|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|728x90|Financial|Standard Edition|45298091|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|728x90|Learn More|Standard Edition|45298091|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|728x90|Test Drive|Standard Edition|45298091|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|970x250|Brochure|Standard Edition|45298098|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|970x250|Configure|Standard Edition|45298098|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|970x250|Financial|Standard Edition|45298098|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|970x250|Learn More|Standard Edition|45298098|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|970x250|Test Drive|Standard Edition|45298098|DCM,Trade Desk contextual
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Brochure|Standard Edition|45300591|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Configure|Standard Edition|45300591|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Financial|Standard Edition|45300591|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Learn More|Standard Edition|45300591|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Test Drive|Standard Edition|45300591|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Brochure|Standard Edition|45302400|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Configure|Standard Edition|45302400|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Financial|Standard Edition|45302400|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Learn More|Standard Edition|45302400|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Test Drive|Standard Edition|45302400|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x600|Brochure|Standard Edition|45302411|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x600|Configure|Standard Edition|45302411|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x600|Financial|Standard Edition|45302411|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x600|Learn More|Standard Edition|45302411|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x600|Test Drive|Standard Edition|45302411|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|728x90|Brochure|Standard Edition|45302433|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|728x90|Configure|Standard Edition|45302433|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|728x90|Financial|Standard Edition|45302433|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|728x90|Learn More|Standard Edition|45302433|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|728x90|Test Drive|Standard Edition|45302433|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|970x250|Brochure|Standard Edition|45298536|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|970x250|Configure|Standard Edition|45298536|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|970x250|Financial|Standard Edition|45298536|DCM,Trade Desk Prospecting audience
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|970x250|Learn More|Standard Edition|45298536|DCM,Trade Desk Prospecting audience
